Status,Customer,Company,Street,City,Country,Source,Match Type
No Match,,"Vip Salon","Palack�ho 1230/15","Jihlava 1",,csv,
No Match,,"Vip Salon","Palack�ho 1230/15","Jihlava 1",,csv,
No Match,,"Vu Lan Anh","Vysokom�tsk� 168","Holice",,csv,
No Match,,"Vy Vy Nail Lounge","n�m. �SA 50","Moravsk� Bud�jovice 2",,csv,
No Match,,"Yen Nails","Rudohorsk� 6735/33","Bansk� Bystrica 11",,csv,
No Match,,"A. Nails Nagelstudio","Ludwigstraße 4","Aschaffenburg",,german_txt,
No Match,,"Miss Heo","Im Lettenacker 8","Efringen-Kirchen",,german_txt,
No Match,,"All 4 Nails Nagelstudio","Kirchstraße 45","Baesweiler",,german_txt,
No Match,,"American nails","Joseph-Schneider-Straße 1","Limburg an der Lahn",,german_txt,
No Match,,"American Nails","Kaiserstraße 245","Karlsruhe",,german_txt,
No Match,,"American Nails","Kaiserstraße 245","Karlsruhe",,german_txt,
No Match,,"American Nails","Leiningerstraße 9","Bad Dürkheim",,german_txt,
No Match,,"American Nails","Hauptstraße 171","Weil am Rhein",,german_txt,
No Match,,"American Nails 2","Kaiserstraße 8","Waldshut-Tiengen",,german_txt,
No Match,,"AMY Nails","Poststraße 3","Blieskastel",,german_txt,
No Match,,"Rose Nails","Fallersleber Straße 45","Braunschweig",,german_txt,
No Match,,"An's Nagel & Wimpernstudio","Gabelsbergerstraße 60","München",,german_txt,
No Match,,"La Perle Nagelstudio","Bayreuther Straße 25","Nürnberg",,german_txt,
No Match,,"VIP Nails","Schulstraße 2","Kaiserslautern",,german_txt,
No Match,,"","Babenhäuser Straße 8","Dietzenbach",,german_txt,
No Match,,"Kim Nails & Beauty","Babenhäuser Straße 8","Dietzenbach",,german_txt,
No Match,,"","Schmalzingergasse 3","Ingolstadt",,german_txt,
No Match,,"Top Nails","Hauptstraße 402","Weil am Rhein",,german_txt,
No Match,,"Posh & Polished Nails Beauty","Fürbergstraße 18","Salzburg",,german_txt,
No Match,,"Lager Wokon","Sägewerkstraße 18","Freilassing",,german_txt,
No Match,,"","Dammstraße 69","Heilbronn",,german_txt,
No Match,,"Lashanh studio","Holsteiner Chaussee 3","Hamburg",,german_txt,
No Match,,"AQ Nails & Spa","Fischerstraße 81","Duisburg",,german_txt,
No Match,,"DELUXE NAILS KÖLN","Pfeilstraße 32","Köln",,german_txt,
No Match,,"Luxury Nails","Kirchplatz 3","Heiligenhaus",,german_txt,
No Match,,"A. Nails Nagelstudio","Ludwigstraße 4","Aschaffenburg",,german_txt,
No Match,,"Ba Viet Thang Nguyen (Theresien Center - E.G)","Oberer-Thor-Platz 3","Straubing",,german_txt,
No Match,,"Royal Nails","Treptower Straße 32A","Demmin",,german_txt,
No Match,,"beauty CASCA (NAGELSTUDIO)","Heegbarg 31","Hamburg",,german_txt,
No Match,,"Beauty & More","Hauptstraße 39","Bergheim",,german_txt,
No Match,,"Beauty Nails","Marler Stern 11E","Marl",,german_txt,
No Match,,"Beauty Nails Club","Epplestraße 18","Stuttgart",,german_txt,
No Match,,"Beauty Nails Nagelstudio","Am Wehrhahn 40","Düsseldorf",,german_txt,
No Match,,"Beauty Time Nagelstudio","Vaalser Straße 242-246","Aachen",,german_txt,
No Match,,"Beauty World Nails","Kaiserstraße 217","Karlsruhe",,german_txt,
No Match,,"Beauty and more (Vu thuy duong)","Schloßplatz 3","Oldenburg (Oldb.)",,german_txt,
No Match,,"Beauty by Coco","Bayerstraße 3-5","München",,german_txt,
No Match,,"Beauty Lounge Nails & More","Da-Vinci-Straße 1","Heidelberg",,german_txt,
No Match,,"Beauty&more","Hanauer Straße 68","München",,german_txt,
No Match,,"Beauty&More","Berliner Allee 44","Norderstedt",,german_txt,
No Match,,"Beauty Nails (Nagelstudio)","Dürener Straße 200","Köln",,german_txt,
No Match,,"Beauty World Nails (Nagelstudio 1. OG im Stern Center)","Mercedesstraße 12","Sindelfingen",,german_txt,
No Match,,"","Dr.-Alex-Röder-Straße 2","Neunkirchen am Brand",,german_txt,
No Match,,"(NAGELSTUDIO) Appealing Beauty","Theresienstraße 25","Ingolstadt",,german_txt,
No Match,,"Blumenladen","Singerstraße 29","Berlin",,german_txt,
No Match,,"Bocau Beauty Salon","Krämerstraße 21","Hanau",,german_txt,
No Match,,"Bon Bon Nails","Korte Hengelosestraat 15A","JA Enschede",,german_txt,
No Match,,"Att. New York Nails","Strandlyst Alle 35","Greve",,german_txt,
No Match,,"Vyvy Beauty","Willy-Brandt-Platz 2","Oberhausen",,german_txt,
No Match,,"ELLY NAILS Nagelstudio","Hauptstraße 19","Berlin",,german_txt,
No Match,,"Magic Nails","Bahnhofstraße 46A","Alsdorf",,german_txt,
No Match,,"Cali Nails & Beauty","Hindenburgstraße 121","Mönchengladbach",,german_txt,
No Match,,"VinaNails (im Bero Center)","Concordiastraße 32","Oberhausen",,german_txt,
No Match,,"Anna Nails","Bahnhofstraße 13a","Herne",,german_txt,
No Match,,"Miss Nails","Holzgasse 46","Siegburg",,german_txt,
No Match,,"King Nails","Ludwigstraße 4","Augsburg",,german_txt,
No Match,,"Engelnails","Grietgasse 6","Jena",,german_txt,
No Match,,"Happy Nails","Bismarckstraße 4","Pinneberg",,german_txt,
No Match,,"Casa Nails","Bodanstraße 1","Konstanz",,german_txt,
No Match,,"Cherry Nails","Zschochersche Straße 44","Leipzig",,german_txt,
No Match,,"","Frankfurter Straße 163","Neu-Isenburg",,german_txt,
No Match,,"Emily Nails","Staufener Straße 16","Bad Krozingen",,german_txt,
No Match,,"","Hofmarkweg 5","Unterhaching",,german_txt,
No Match,,"CITY Nails & Lashes","Dudweilerstraße 20","Saarbrucken",,german_txt,
No Match,,"Cocoon Lounge (Nagelstudio)","Zeil 106","Frankfurt am Main",,german_txt,
No Match,,"Q Nails","Kurt-Schumacher-Straße 22","Hannover",,german_txt,
No Match,,"7 Nails Nagelstudio","Blockgasse 8","Schwäbisch Hall",,german_txt,
No Match,,"7 Nails Nagelstudio","Blockgasse 8","Schwäbisch Hall",,german_txt,
No Match,,"Ladynails","Steinwendener Straße 1","Ramstein-Miesenbach",,german_txt,
No Match,,"Daisies Nails & Beauty","P4 9","Mannheim",,german_txt,
No Match,,"Daisy Nail Studio","Schmiedestraße 15","Senftenberg",,german_txt,
No Match,,"Mosi Beauty Studio","Markt 2","Holzminden",,german_txt,
No Match,,"Tel: 017642906789","Gartenstraße 5","Oschersleben (Bode)",,german_txt,
No Match,,"D_AN Nails","Marktplatz 11","Wadern",,german_txt,
No Match,,"D&A nails (im kauffand)","Breslauer Straße 35","Aachen",,german_txt,
No Match,,"","Bäckerstraße 24","Goslar",,german_txt,
No Match,,"3. Obergeschoss","Friedrich-Ebert-Straße 91","Leipzig",,german_txt,
No Match,,"Rosa nails","Eugen-Jaekle-Platz 37","Heidenheim an der Brenz",,german_txt,
No Match,,"Lily Nails","Mundipharmastraße 1","Limburg an der Lahn",,german_txt,
No Match,,"Dang Tuan Kiet (Nagelstudio)","Deutschhofstraße 19","Heilbronn",,german_txt,
No Match,,"","Aschaffenburger Straße 23","Höchst im Odenwald",,german_txt,
No Match,,"David Nails","Sophienstraße 37","Baden-Baden",,german_txt,
No Match,,"DAVID Nails & Beauty","Ricklinger Stadtweg 22","Hannover",,german_txt,
No Match,,"D&D Nagelstudio","Friedrichsplatz 14","Rottweil",,german_txt,
No Match,,"Lolie Nailbar","Turmstraße 6","Neustadt an der Weinstraße",,german_txt,
No Match,,"MIG NAILS NAGEL STUDIO","Kirchstraße 2","Darmstadt",,german_txt,
No Match,,"Viet Nails","Satamakatu 5LH74","Helsinki",,german_txt,
No Match,,"Dieu Linh Nails","Amalie-Dietrich-Platz 3","Dresden",,german_txt,
No Match,,"","Dornbergerstraße 12","Leipzig",,german_txt,
No Match,,"prettynails studio nails","Place des Aubépines 1","Deuil-la-Barre",,german_txt,
No Match,,"L.A. Nails (2. OG Citypoint)","Kortumstraße 89","Bochum",,german_txt,
No Match,,"","Albert-Bayerle-Platz 2","München",,german_txt,
No Match,,"Asia Work","Boschstraße 10","Karlsfeld",,german_txt,
No Match,,"New York Nails","Mühltor 8","Ilmenau",,german_txt,
No Match,,"SennV Nail Sèvres","Grande Rue 37","Sèvres",,german_txt,
No Match,,"Ha Nails Nagelstudio","Hindenburgstraße 44","Remscheid",,german_txt,
No Match,,"Hong Kong Nails","Georg-Schumann-Straße 189","Leipzig",,german_txt,
No Match,,"SoDo Imbiss","Hannoversche Straße 39","Burgwedel",,german_txt,
No Match,,"Mandonails","Steinweg 34","Braunschweig",,german_txt,
No Match,,"Nails By Jessi","Katharinenstraße 7","Reutlingen",,german_txt,
No Match,,"THE NAILS SPA PALAC","Bahnhofstraße 3","Ramstein-Miesenbach",,german_txt,
No Match,,"Nail Fashion","Wildunger Straße 2-4","Stuttgart",,german_txt,
No Match,,"T Nails Nagelstudio","Hans-Sachs-Gasse 9","Nürnberg",,german_txt,
No Match,,"Do Bich Thuy King Nails","Bahnhofstraße 10","Wilhelmshaven",,german_txt,
No Match,,"Dong Xuan Trung (Nagelstudio)","Am Bahnhof 40","Siegen",,german_txt,
No Match,,"Hotnails","Bahnhofstraße 15","Merseburg",,german_txt,
No Match,,"DREAM NAILS Am Parkplatz Kaufland","Karl-Heinz-Kipp-Straße 23","Alzey",,german_txt,
No Match,,"Sömmerda Nails","Weißenseer Straße 16","Sömmerda",,german_txt,
No Match,,"Nail Fashion","Kramerstraße 36","Memmingen",,german_txt,
No Match,,"Bon Nails & Lashes","Mainstraße 1","Rüsselsheim am Main",,german_txt,
No Match,,"DQ Nails","Stadtplatz 47","Aichach",,german_txt,
No Match,,"Mary's Nails","Westfalenstraße 59","Düsseldorf",,german_txt,
No Match,,"Luxy Nails","Hanauer Landstraße 70","Frankfurt am Main",,german_txt,
No Match,,"Nail Fashion","Kramerstraße 36","Memmingen",,german_txt,
No Match,,"Emy Nails","Wilhelm-Leuschner-Straße 28","Worms",,german_txt,
No Match,,"Lee Beauty Nails","Rathausstraße 9","Winsen (Luhe)",,german_txt,
No Match,,"Happy Nails","Kantstraße 15","Traunreut",,german_txt,
No Match,,"Diva Beauty - LT9 (Tel: +358407735599)","Mechelininkatu 12-14","Helsinki",,german_txt,
No Match,,"Dc Beauty&more im Olympia Eikaufcenter","Hanauer Straße 68","München",,german_txt,
No Match,,"American Nails Nagelstudio (im Kaufland)","Wilhelm-Ostwald-Straße 1F","Siegburg",,german_txt,
No Match,,"Duong Ha Ly (Befindet nebenbei Edeka Center)","Hörgensweg 5","Hamburg",,german_txt,
No Match,,"TONI NAILS (Nagelstudio im Kaufland)","Berliner Platz 14","Oer-Erkenschwick",,german_txt,
No Match,,"G&T Nails and Beauty NeuerMarkt","Dammstraße 1","Neumarkt in der Oberpfalz",,german_txt,
No Match,,"Duy Hung (Nagelstudio im Kaufland)","Berliner Platz 14","Oer-Erkenschwick",,german_txt,
No Match,,"tel: 0686243889","Koekoekstraat 62","Gouda",,german_txt,
No Match,,"Emy Nails","Harksheider Straße 8","Hamburg",,german_txt,
No Match,,"Fashion Nails","Hauptstraße 170","Bergisch Gladbach",,german_txt,
No Match,,"Onglerie Styles Nails (tel. 0768411339)","Bis Rue Pasteur 18","Valence",,german_txt,
No Match,,"the Beauty Box (gegenüber Edeka)","Karlsplatz 1","München",,german_txt,
No Match,,"Annie's Nails - Nagelstudio","Nordstraße 21","Düsseldorf",,german_txt,
No Match,,"Frühling Nails (Nagelstudio)","Grabenstraße 18","Rüdesheim am Rhein",,german_txt,
No Match,,"Fun nails ( Hải Yến )","Thomas-Mann-Platz 1B","Chemnitz",,german_txt,
No Match,,"American Nails","Kaiserstraße 245","Karlsruhe",,german_txt,
No Match,,"","Brüder-Grimm-Straße 76","Offenbach am Main",,german_txt,
No Match,,"New York Nails","Friedrich-Ebert-Straße 56","Bremerhaven",,german_txt,
No Match,,"H&K Nails Beauty","Hauptstraße 25","Königstein im Taunus",,german_txt,
No Match,,"LA Nails & Beauty","Straße des 17. Juni 31","Dresden",,german_txt,
No Match,,"Mia Beauty Studio","Ringstraße 7","Dresden",,german_txt,
No Match,,"Selena Nails & More","Kölner Straße 36a","Troisdorf",,german_txt,
No Match,,"","Ebenrotsteig 17","Berlin",,german_txt,
No Match,,"","Bergstraße 65","Waldshut-Tiengen",,german_txt,
No Match,,"Hai nails Nagel studio","Bahnhofstraße 32","Frankenthal (Pfalz)",,german_txt,
No Match,,"Nagelstudio Venus Nails (im Globus)","Zwischen Wasser 13","Idar-Oberstein",,german_txt,
No Match,,"Hai nails Nagel studio","Bahnhofstraße 32","Frankenthal (Pfalz)",,german_txt,
No Match,,"","Senefelderstraße 35","Offenbach am Main",,german_txt,
No Match,,"Hami Beauty","Breslauer Straße 35","Aachen",,german_txt,
No Match,,"Hami Beauty","Breslauer Straße 35","Aachen",,german_txt,
No Match,,"Hami Beauty (im Kaufland)","Breslauer Straße 35","Aachen",,german_txt,
No Match,,"Genesis Lab (In Gründung)","Max-Pommer-Straße 4","Leipzig",,german_txt,
No Match,,"Tel: 0449867139","Toinen Linja 9 A 24","Helsinki",,german_txt,
No Match,,"Beauty Nails","Lange Straße 19","Bad Salzuflen",,german_txt,
No Match,,"Golden Nails","Kaiserstraße 21","Saarbrücken",,german_txt,
No Match,,"New York nails (in Buchholz Galerie)","Breite Straße 16","Buchholz in der Nordheide",,german_txt,
No Match,,"Hani Nails","Gumbertstraße 89","Dusseldorf",,german_txt,
No Match,,"Hanna Nails","Untertorstraße 8","Münstermaifeld",,german_txt,
No Match,,"Hanna Nails","Uhlstraße 56","Brühl",,german_txt,
No Match,,"N&A Nails Studio","Thomas-Wimmer-Ring 15","München",,german_txt,
No Match,,"Happy Nails","Oberntorwall 14","Bielefeld",,german_txt,
No Match,,"Happy Nails","Viehtor 16","Wesel",,german_txt,
No Match,,"Happy Color Nail Salon","Königsplatz 38","Kassel",,german_txt,
No Match,,"Happy Nails & Beauty","Königstraße 65","Landau in der Pfalz",,german_txt,
No Match,,"","Othmayrstraße 11","Ansbach",,german_txt,
No Match,,"T&Vy Nagelstudio","Neustadt 19","Ansbach",,german_txt,
No Match,,"H&K Nails Beauty","Hauptstraße 25","Königstein im Taunus",,german_txt,
No Match,,"Lio Nails","Dudweilerstraße 3","Saarbrücken",,german_txt,
No Match,,"","Schleißheimer Straße 492","München",,german_txt,
No Match,,"Bei Toni.Vnails","Q3 Straße 10","Mannheim",,german_txt,
No Match,,"Bei Nagelstudio","Kurfürsten-Anlage 62","Heidelberg",,german_txt,
No Match,,"HALONG LUXURY NAILS","Friedrich-Ebert-Platz 2","Leverkusen",,german_txt,
No Match,,"Herford Nails","Lübberstraße 12-20","Herford",,german_txt,
No Match,,"Viet Nails","Feldschmiede 17","Itzehoe",,german_txt,
No Match,,"CityNails","Stummstraße 38","Dillingen (Saar)",,german_txt,
No Match,,"Nails Room","Ledergasse 44","Schwäbisch Gmünd",,german_txt,
No Match,,"Hin Nails & Lashes (Neben Rossman)","Breite Straße 94","Goslar",,german_txt,
No Match,,"","Bijlmerdreef 184B","AB Amsterdam",,german_txt,
No Match,,"Nails Beauty 22","Reichsstädter Straße 22","Aalen",,german_txt,
No Match,,"Hoa Bui (im Falkenberg Center)","Kölner Landstraße 437","Düsseldorf",,german_txt,
No Match,,"Pinky Nails","Sperlingweg 9","Gaildorf",,german_txt,
No Match,,"Citynails","Kaiserstraße 82","Karlsruhe",,german_txt,
No Match,,"QT nails","Kramstraße 6","Heilbronn",,german_txt,
No Match,,"The NAILS Baden Baden","Luisenstraße 3","Baden-Baden",,german_txt,
No Match,,"Cami Nail-Beauty","Königsbrücker Straße 48","Dresden",,german_txt,
No Match,,"TH NAILS","Annaberger Straße 317","Chemnitz",,german_txt,
No Match,,"Nagelstudio","Mühlenstraße 21","Elmshorn",,german_txt,
No Match,,"Beauty by Vi","Lambarenestraße 40","Duisburg",,german_txt,
No Match,,"Beauty Nails","Kleine Wassergasse 3","Nieder-Olm",,german_txt,
No Match,,"Vy Vy Nails","Pliensaustraße 41","Esslingen am Neckar",,german_txt,
No Match,,"Hoang Hao Nguyen (Im Kelheimer Einkaufscenter)","Schäfflerstraße 1","Kelheim",,german_txt,
No Match,,"Queen Nails","Kirchstraße 3","Kleve",,german_txt,
No Match,,"Mina Nails (tel: 34665863008)","Enkartaciones Kalea 11","Barakaldo",,german_txt,
No Match,,"BEAUTY CARE (WEIDEN RHEIN CENTER)","Aachener Straße 1353","Köln",,german_txt,
No Match,,"Hollywood Nails","Große Greifengasse 2","Speyer",,german_txt,
No Match,,"Rondell Nails (im Forum 1)","Südtiroler Platz 13","Salzburg",,german_txt,
No Match,,"Rondell Nails (im Globus Freilassing )","Traunsteiner Straße 6","Freilassing",,german_txt,
No Match,,"Rosenails","Oberstraße 107","Boppard",,german_txt,
No Match,,"Coco Nails","Hochzoller Straße 7A","Augsburg",,german_txt,
No Match,,"Nails4You","Adalbertstraße 84","Aachen",,german_txt,
No Match,,"Bon Nails","Wichlinghauser Straße 123","Wuppertal",,german_txt,
No Match,,"Emmi Beauty","Q4 Straße 2","Mannheim",,german_txt,
No Match,,"Lena Nails Soest","Markt 5a","Soest",,german_txt,
No Match,,"Zym Nails","N4 Straße 10","Mannheim",,german_txt,
No Match,,"Queen Nails","Waldstraße 2","Hannover",,german_txt,
No Match,,"Sexy Nails","Kramgasse 13","Andernach",,german_txt,
No Match,,"Vu Nails Lounge","Oststraße 39","Düsseldorf",,german_txt,
No Match,,"H&T NAILS NAGELSTUDIO","Roßstraße 8","Aalen",,german_txt,
No Match,,"Hami Beauty (Nagelstudio)","Oberstraße 19","Ratingen",,german_txt,
No Match,,"","Reststrauch 45","Mönchengladbach",,german_txt,
No Match,,"New Skyline","Markt 10","Altenburg",,german_txt,
No Match,,"Hotnails","Bahnhofstraße 15","Merseburg",,german_txt,
No Match,,"Chic Nails","Ulmer Straße 19","Augsburg",,german_txt,
No Match,,"Love Nails Nagelstudio","Marktplatz 20","Ebersbach an der Fils",,german_txt,
No Match,,"U.S. Star Nails (im Rhein Center)","Hauptstraße 435","Weil am Rhein",,german_txt,
No Match,,"","Schlossergasse 1","Frankenthal (Pfalz)",,german_txt,
No Match,,"The Nail Loft - Einkaufszentrum 1UG","Schwabacher Straße 5","Fürth",,german_txt,
No Match,,"Lux Beauty Nails weißeritz-park","An der Spinnerei 8","Freital",,german_txt,
No Match,,"","Marktstraße 58","Giengen an der Brenz",,german_txt,
No Match,,"SH Nagelstudio (im Kaufland)","Thomas-Howie-Straße 1","Östringen",,german_txt,
No Match,,"Emily Nails","Kronenplatz 3","Bietigheim-Bissingen",,german_txt,
No Match,,"HV Nagelstudio","Am Fischbrunnen 2","Plochingen",,german_txt,
No Match,,"Sweet Beauty","Breyeller Straße 11a","Nettetal",,german_txt,
No Match,,"Fashion Nails","Markt 16","Glinde",,german_txt,
No Match,,"Bella Nails","Waldstraße 35","Karlsruhe",,german_txt,
No Match,,"Queen Nails","Bohmter Straße 28","Osnabrück",,german_txt,
No Match,,"Nails&More","Bahnhofstraße 51","Büdingen",,german_txt,
No Match,,"ALINA BEAUTY NAILS & SPA","Steinstraße 2D","Moers",,german_txt,
No Match,,"Lucie nails & lashes","Eberswalder Straße 23","Berlin",,german_txt,
No Match,,"Cest La Vie","Tal 37","München",,german_txt,
No Match,,"Hollywood Nails","Knapper Straße 51-53","Lüdenscheid",,german_txt,
No Match,,"KING NAIL (neben DM und Penny Markt)","Alte Holstenstraße 23","Hamburg",,german_txt,
No Match,,"Nails Beauty Karben","Bahnhofstraße 191","Karben",,german_txt,
No Match,,"Honey Nails","Residenzstr 2-6","Ansbach",,german_txt,
No Match,,"","Limburger Straße 17","Bad Camberg",,german_txt,
No Match,,"California Nails","Eisenbahnstraße 13","Homburg",,german_txt,
No Match,,"David Nails Studio","Bahnhofstraße 2B","Bayreuth",,german_txt,
No Match,,"","Gemarkenstraße 52","Essen",,german_txt,
No Match,,"I am wow beauty","Frankfurter Allee 102","Berlin",,german_txt,
No Match,,"Cali NAILS Nagelstudio","Haedenkampstraße 21","Essen",,german_txt,
No Match,,"NEWYORK NAILS","Karlsberg 10","Weinheim",,german_txt,
No Match,,"NJ Corporation (Tel: 0627801915)","Avenue de Franche-Comté 15","Villepreux",,german_txt,
No Match,,"JN Lovely Nails","Albert-Roßhaupter-Straße 26","München",,german_txt,
No Match,,"jolie nails","Kaiserpassage 16","Karlsruhe",,german_txt,
No Match,,"Julia Nails & Beauty","Münsterstraße 127","Düsseldorf",,german_txt,
No Match,,"Jessi's Kosmetik","Deichhof 11","Minden",,german_txt,
No Match,,"Royal Nails","Vorstadt 21","Kirchheimbolanden",,german_txt,
No Match,,"SuperNails in der City Galerie","Goldbacher Straße 2","Aschaffenburg",,german_txt,
No Match,,"G&T Nail Beauty (OG)","Weichser Weg 5","Regensburg",,german_txt,
No Match,,"Hoa Nails","Kilianstraße 10","Heilbronn",,german_txt,
No Match,,"Helen Nails","Eppendorfer Landstraße 59","Hamburg",,german_txt,
No Match,,"Vicky Nails","Hauptstraße 116","Sundern (Sauerland)",,german_txt,
No Match,,"Kim Nails","Richard-Matthaei-Platz 1","Hamm",,german_txt,
No Match,,"Nice-Nails Nagelstudio","Hubert-Müller-Straße 81","Saarbrücken",,german_txt,
No Match,,"Fräulein hübsch nagelstudio","Weststraße 38-40","Hamm",,german_txt,
No Match,,"Kim Nagelstudio","Kapitelstraße 25","Neuss",,german_txt,
No Match,,"Sunny Nails im Globus Markthalle Siegen","Eiserfelder Straße 170","Siegen",,german_txt,
No Match,,"","Waldshuter Straße 1","Waldshut-Tiengen",,german_txt,
No Match,,"Kim Nails (Nagelstudio)","Kölner Straße 68","Remscheid",,german_txt,
No Match,,"Kim's Nails & Lashes","Waldhausenstraße 2","Hannover",,german_txt,
No Match,,"Kim’s Nails & Beauty","M5 12","Mannheim",,german_txt,
No Match,,"Happy Nails by Kim Thi (Nagelstudio)","Hugo-Weiss-Straße 6","München",,german_txt,
No Match,,"King Nails NORDSEE PASSAGE","Bahnhofstraße 10","Wilhelmshaven",,german_txt,
No Match,,"King Nails - OG neben Mediamarkt","Bahnhofstraße 10","Wilhelmshaven",,german_txt,
No Match,,"K&T Nagelstudio","Alte Poststraße 10","Geilenkirchen",,german_txt,
No Match,,"Lady nails","Bramfelder Chaussee 327","Hamburg",,german_txt,
No Match,,"boutique Nails Vaugirard","Rue de Vaugirard 109","Paris",,german_txt,
No Match,,"boutique Nails Vaugirard (10h-19h)","Rue de Vaugirard 109","Paris",,german_txt,
No Match,,"Newyork Nails","Martin-Luther-Straße 32","Landau in der Pfalz",,german_txt,
No Match,,"Nagelkunst","Postplatz 9","Schwerte",,german_txt,
No Match,,"Swedennail","Ångkvarnsgatan 2a","Uppsala",,german_txt,
No Match,,"Haninails","Gumbertstraße 89","Düsseldorf",,german_txt,
No Match,,"Haninails","Gumbertstraße 89","Düsseldorf",,german_txt,
No Match,,"Usa Nails","Basler Straße 12","Grenzach-Wyhlen",,german_txt,
No Match,,"Beauty more","Alte Freiheit 9","Wuppertal",,german_txt,
No Match,,"Eternity Nailstudio","Fürstenrieder Straße 59","München",,german_txt,
No Match,,"","Am Sonnenrain 42","Schwäbisch Hall",,german_txt,
No Match,,"American nails","Gartenstraße 12","Tuttlingen",,german_txt,
No Match,,"Lee Nails","Kerststraße 14","Kaiserslautern",,german_txt,
No Match,,"The nails 68","Steinbrückstraße 12","Bad Säckingen",,german_txt,
No Match,,"C/O Mandy Klein ( +4975318071426)","Opelstraße 3","Konstanz",,german_txt,
No Match,,"Lemon Nails","Nieuwezijds Voorburgwal 332-H","RW Amsterdam",,german_txt,
No Match,,"Your Nails (im Edeka Center)","Schwenninger Straße 40","Bad Dürrheim",,german_txt,
No Match,,"Hanna Nails & Beauty","Hauptstraße 49","Ehingen (Donau)",,german_txt,
No Match,,"City Nails","Filderbahnstraße 1","Stuttgart",,german_txt,
No Match,,"Le's Nails & Beauty Lounge","Westendstraße 2","Wetzlar",,german_txt,
No Match,,"Sömmerda Nails","Weißenseer Straße 16","Sömmerda",,german_txt,
No Match,,"MIG NAILS NAGEL STUDIO","Kirchstraße 2","Darmstadt",,german_txt,
No Match,,"Tip to Toe","Visstraat 13","'s-Hertogenbosch",,german_txt,
No Match,,"New York nails","Mannheimer Straße 234","Kaiserslautern",,german_txt,
No Match,,"Lee Nails","Kerststraße 14","Kaiserslautern",,german_txt,
No Match,,"New York Nails ( Nagelstudio)","Markt 43","Heide",,german_txt,
No Match,,"Nailish (Nagelstudio)","Homberger Straße 13","Moers",,german_txt,
No Match,,"Myminails","Neuer Markt 1","Villingen-Schwenningen",,german_txt,
No Match,,"Naturnails Nagelstudio","Salzstraße 22","Freiburg im Breisgau",,german_txt,
No Match,,"QUEEN NAILS Buchholz in Buchholzer Höfe","Breite Straße 11a","Buchholz in der Nordheide",,german_txt,
No Match,,"Les Nails (im Kaufland EGM Center)","Raiffeisenstraße 4","Nördlingen",,german_txt,
No Match,,"Lisa Nails Longerich","Herforder Straße 22","Köln",,german_txt,
No Match,,"Lee Nail","Theresienplatz 31","Straubing",,german_txt,
No Match,,"","Rue du Professeur Bergonié 7","Fresnes",,german_txt,
No Match,,"Royal nail","Knapper Straße 19","Lüdenscheid",,german_txt,
No Match,,"L.A Nails und Beauty Center Galerie","Prager Straße 15","Dresden",,german_txt,
No Match,,"Iconnails","Friedberger Landstraße 118","Frankfurt am Main",,german_txt,
No Match,,"New York Nails","Töngesgasse 34","Frankfurt am Main",,german_txt,
No Match,,"Kim's Beauty house","Grader Weg 14","Papenburg",,german_txt,
No Match,,"Lotus Nails","Dielingerstraße 42A","Osnabrück",,german_txt,
No Match,,"LT Nagelstudio","Untere Torstraße 18","Öhringen",,german_txt,
No Match,,"Luas Nagelstudio","Rheinstraße 27","Ettlingen",,german_txt,
No Match,,"Lucky Nails","Waldstraße 83","Wiesbaden",,german_txt,
No Match,,"Lucky Nails","Moerser Straße 277","Kamp-Lintfort",,german_txt,
No Match,,"","Ludwigstraße 53","Mörfelden-Walldorf",,german_txt,
No Match,,"Th&H Nails Nagelstudio","Ritterstraße 26","Döbeln",,german_txt,
No Match,,"Anna Nails","Marienstraße 32","Meerane",,german_txt,
No Match,,"Ty Nails","Im Forum 1","Hanau",,german_txt,
No Match,,"Nagelmanufaktur Nails","Dürener Straße 153","Köln",,german_txt,
No Match,,"Lyna Mai","Hammerweg 26","Michelstadt",,german_txt,
No Match,,"Queen Land Nagelstudio","Marktpassage 2","Haan",,german_txt,
No Match,,"GT Nail-Beauty (Theresien Center)","Oberer-Thor-Platz 3","Straubing",,german_txt,
No Match,,"Top Nails","Hauptstraße 86","Schopfheim",,german_txt,
No Match,,"Lovely Beauty nails","Neustraße 31a","Moers",,german_txt,
No Match,,"Beauty queen","Oebisfelder Straße 44","Klötze",,german_txt,
No Match,,"Beauty Nails by Mai","Alexanderstraße 2","Bayreuth",,german_txt,
No Match,,"Mai Beauties Nails & Spa Mai Beauties Nails & Spa","Große Weilstraße 29","Hattingen",,german_txt,
No Match,,"Maibeautynails","Krahnstraße 36","Osnabrück",,german_txt,
No Match,,"G&T nail","Weichser Weg 5","Regensburg",,german_txt,
No Match,,"J'adeqa Nail Studio In Globus","Südring 2","Bobenheim-Roxheim",,german_txt,
No Match,,"Beauty Nails by Julia","Rathausgasse 48","Freiburg im Breisgau",,german_txt,
No Match,,"Beauty Nails by Julia","Rathausgasse 48","Freiburg im Breisgau",,german_txt,
No Match,,"Bocau Beauty Salon","Krämerstraße 21","Hanau",,german_txt,
No Match,,"NN Nails","Bahnhofstraße 92","Herne",,german_txt,
No Match,,"","Ferdinand-Küderli-Straße 8","Waiblingen",,german_txt,
